Id,label
62797,6
62798,7
62799,5
62800,7
62801,6
62802,5
62803,2
62804,7
62805,9
62806,7
62807,5
62808,5
62809,5
62810,7
62811,4
62812,4
62813,4
62814,1
62815,7
62816,6
62817,6
62818,2
62819,4
62820,9
62821,5
62822,4
62823,3
62824,1
62825,7
62826,7
62827,9
62828,2
62829,8
62830,1
62831,2
62832,8
62833,8
62834,3
62835,4
62836,6
62837,4
62838,2
62839,3
62840,0
62841,0
62842,7
62843,5
62844,0
62845,9
62846,4
62847,7
62848,3
62849,1
62850,3
62851,2
62852,8
62853,6
62854,1
62855,7
62856,6
62857,5
62858,6
62859,2
62860,9
62861,7
62862,8
62863,6
62864,6
62865,6
62866,4
62867,9
62868,7
62869,6
62870,3
62871,5
62872,3
62873,6
62874,7
62875,4
62876,4
62877,5
62878,7
62879,1
62880,3
62881,2
62882,3
62883,8
62884,2
62885,2
62886,9
62887,5
62888,7
62889,9
62890,5
62891,6
62892,4
62893,7
62894,9
62895,9
62896,1
62897,5
62898,1
62899,7
62900,0
62901,9
62902,5
62903,1
62904,2
62905,2
62906,2
62907,7
62908,9
62909,5
62910,0
62911,0
62912,7
62913,0
62914,4
62915,0
62916,3
62917,8
62918,4
62919,4
62920,7
62921,7
62922,2
62923,1
62924,2
62925,6
62926,0
62927,5
62928,8
62929,2
62930,1
62931,3
62932,4
62933,8
62934,6
62935,0
62936,1
62937,8
62938,1
62939,1
62940,3
62941,4
62942,7
62943,9
62944,6
62945,9
62946,3
62947,0
62948,7
62949,9
62950,2
62951,0
62952,7
62953,9
62954,2
62955,0
62956,9
62957,7
62958,2
62959,6
62960,6
62961,9
62962,2
62963,1
62964,9
62965,9
62966,4
62967,6
62968,0
62969,3
62970,0
62971,8
62972,8
62973,9
62974,2
62975,5
62976,9
62977,7
62978,2
62979,3
62980,5
62981,4
62982,5
62983,3
62984,6
62985,8
62986,9
62987,5
62988,1
62989,5
62990,1
62991,6
62992,8
62993,7
62994,7
62995,7
62996,2
62997,6
62998,5
62999,6
63000,3
63001,1
63002,0
63003,2
63004,0
63005,8
63006,6
63007,8
63008,7
63009,8
63010,8
63011,5
63012,2
63013,4
63014,1
63015,4
63016,2
63017,5
63018,5
63019,8
63020,5
63021,6
63022,2
63023,5
63024,6
63025,2
63026,7
63027,1
63028,4
63029,2
63030,6
63031,6
63032,4
63033,0
63034,9
63035,9
63036,4
63037,1
63038,5
63039,8
63040,8
63041,2
63042,9
63043,7
63044,2
63045,9
63046,2
63047,9
63048,8
63049,3
63050,8
63051,9
63052,8
63053,1
63054,5
63055,8
63056,9
63057,4
63058,5
63059,5
63060,1
63061,5
63062,1
63063,9
63064,2
63065,7
63066,3
63067,4
63068,7
63069,3
63070,7
63071,8
63072,0
63073,2
63074,1
63075,9
63076,0
63077,9
63078,2
63079,1
63080,1
63081,9
63082,8
63083,0
63084,5
63085,7
63086,9
63087,7
63088,0
63089,3
63090,7
63091,7
63092,4
63093,5
63094,5
63095,2
63096,0
63097,7
63098,9
63099,3
63100,3
63101,6
63102,9
63103,5
63104,4
63105,1
63106,2
63107,9
63108,2
63109,5
63110,0
63111,0
63112,3
63113,0
63114,5
63115,7
63116,5
63117,4
63118,8
63119,3
63120,7
63121,3
63122,0
63123,9
63124,6
63125,6
63126,1
63127,8
63128,5
63129,0
63130,5
63131,1
63132,7
63133,3
63134,2
63135,6
63136,3
63137,5
63138,5
63139,7
63140,6
63141,6
63142,3
63143,0
63144,6
63145,5
63146,1
63147,7
63148,6
63149,5
63150,2
63151,0
63152,0
63153,4
63154,5
63155,9
63156,0
63157,3
63158,0
63159,6
63160,9
63161,8
63162,2
63163,1
63164,8
63165,4
63166,1
63167,7
63168,6
63169,1
63170,3
63171,3
63172,7
63173,2
63174,1
63175,0
63176,9
63177,6
63178,7
63179,8
63180,5
63181,1
63182,2
63183,9
63184,3
63185,5
63186,3
63187,7
63188,6
63189,6
63190,2
63191,9
63192,7
63193,3
63194,2
63195,0
63196,2
63197,8
63198,3
63199,4
63200,3
63201,5
63202,1
63203,1
63204,8
63205,1
63206,3
63207,9
63208,3
63209,7
63210,1
63211,9
63212,0
63213,2
63214,8
63215,3
63216,5
63217,9
63218,7
63219,5
63220,2
63221,1
63222,0
63223,0
63224,1
63225,3
63226,0
63227,7
63228,5
63229,3
63230,5
63231,6
63232,2
63233,2
63234,9
63235,2
63236,4
63237,9
63238,1
63239,3
63240,8
63241,5
63242,6
63243,5
63244,1
63245,8
63246,1
63247,8
63248,2
63249,9
63250,6
63251,5
63252,0
63253,6
63254,9
63255,8
63256,7
63257,3
63258,8
63259,3
63260,2
63261,0
63262,1
63263,5
63264,6
63265,6
63266,6
63267,6
63268,1
63269,6
63270,1
63271,4
63272,0
63273,4
63274,7
63275,6
63276,8
63277,1
63278,5
63279,6
63280,0
63281,9
63282,1
63283,3
63284,8
63285,4
63286,5
63287,0
63288,6
63289,7
63290,6
63291,6
63292,6
63293,8
63294,3
63295,6
63296,7
63297,0
63298,2
63299,6
63300,7
63301,7
63302,8
63303,5
63304,1
63305,8
63306,5
63307,4
63308,1
63309,0
63310,7
63311,8
63312,2
63313,0
63314,1
63315,2
63316,4
63317,4
63318,7
63319,3
63320,6
63321,4
63322,2
63323,6
63324,2
63325,7
63326,9
63327,6
63328,6
63329,3
63330,8
63331,0
63332,9
63333,9
63334,7
63335,9
63336,4
63337,2
63338,2
63339,0
63340,1
63341,0
63342,9
63343,7
63344,6
63345,4
63346,1
63347,3
63348,3
63349,5
63350,5
63351,0
63352,3
63353,8
63354,0
63355,3
63356,5
63357,2
63358,7
63359,5
63360,1
63361,6
63362,7
63363,4
63364,1
63365,3
63366,8
63367,5
63368,1
63369,5
63370,1
63371,9
63372,2
63373,8
63374,2
63375,8
63376,9
63377,3
63378,3
63379,2
63380,8
63381,9
63382,3
63383,9
63384,4
63385,3
63386,8
63387,2
63388,8
63389,7
63390,0
63391,2
63392,2
63393,1
63394,0
63395,1
63396,9
63397,9
63398,1
63399,4
63400,1
63401,6
63402,5
63403,3
63404,6
63405,2
63406,9
63407,9
63408,8
63409,1
63410,3
63411,0
63412,1
63413,4
63414,3
63415,8
63416,9
63417,2
63418,2
63419,4
63420,6
63421,9
63422,8
63423,6
63424,0
63425,3
63426,9
63427,5
63428,0
63429,5
63430,7
63431,2
63432,2
63433,0
63434,4
63435,9
63436,8
63437,1
63438,8
63439,6
63440,6
63441,8
63442,9
63443,0
63444,1
63445,3
63446,1
63447,7
63448,7
63449,3
63450,5
63451,2
63452,1
63453,7
63454,7
63455,2
63456,6
63457,1
63458,1
63459,6
63460,1
63461,7
63462,4
63463,7
63464,6
63465,9
63466,1
63467,0
63468,3
63469,9
63470,8
63471,9
63472,6
63473,4
63474,9
63475,4
63476,1
63477,5
63478,6
63479,5
63480,7
63481,5
63482,1
63483,4
63484,4
63485,0
63486,0
63487,9
63488,1
63489,3
63490,7
63491,3
63492,6
63493,6
63494,6
63495,2
63496,0
63497,8
63498,9
63499,2
63500,4
63501,8
63502,2
63503,1
63504,9
63505,7
63506,9
63507,5
63508,1
63509,1
63510,2
63511,9
63512,4
63513,8
63514,4
63515,0
63516,6
63517,7
63518,0
63519,7
63520,0
63521,1
63522,7
63523,2
63524,2
63525,3
63526,6
63527,8
63528,1
63529,8
63530,0
63531,9
63532,5
63533,2
63534,2
63535,5
63536,4
63537,4
63538,8
63539,8
63540,2
63541,3
63542,9
63543,9
63544,9
63545,0
63546,5
63547,1
63548,6
63549,5
63550,1
63551,7
63552,7
63553,6
63554,7
63555,2
63556,7
63557,3
63558,4
63559,4
63560,0
63561,8
63562,3
63563,5
63564,6
63565,6
63566,6
63567,7
63568,7
63569,5
63570,1
63571,5
63572,1
63573,5
63574,7
63575,1
63576,8
63577,6
63578,4
63579,6
63580,2
63581,4
63582,2
63583,5
63584,1
63585,2
63586,9
63587,2
63588,9
63589,1
63590,9
63591,5
63592,0
63593,9
63594,1
63595,2
63596,3
63597,7
63598,2
63599,9
63600,6
63601,1
63602,3
63603,5
63604,9
63605,8
63606,4
63607,3
63608,8
63609,7
63610,5
63611,6
63612,1
63613,6
63614,7
63615,6
63616,5
63617,7
63618,7
63619,4
63620,8
63621,5
63622,2
63623,8
63624,5
63625,3
63626,0
63627,2
63628,9
63629,0
63630,9
63631,2
63632,1
63633,5
63634,1
63635,9
63636,5
63637,9
63638,0
63639,9
63640,8
63641,1
63642,6
63643,1
63644,0
63645,7
63646,2
63647,1
63648,8
63649,3
63650,1
63651,1
63652,9
63653,3
63654,9
63655,5
63656,8
63657,7
63658,9
63659,3
63660,4
63661,1
63662,3
63663,5
63664,4
63665,7
63666,1
63667,7
63668,6
63669,3
63670,9
63671,1
63672,6
63673,5
63674,5
63675,0
63676,0
63677,0
63678,6
63679,2
63680,4
63681,8
63682,5
63683,7
63684,3
63685,5
63686,5
63687,7
63688,5
63689,1
63690,2
63691,0
63692,0
63693,2
63694,3
63695,9
63696,3
63697,9
63698,5
63699,9
63700,1
63701,6
63702,4
63703,0
63704,3
63705,0
63706,8
63707,0
63708,7
63709,7
63710,2
63711,3
63712,6
63713,3
63714,7
63715,8
63716,6
63717,7
63718,2
63719,2
63720,7
63721,3
63722,6
63723,7
63724,1
63725,1
63726,1
63727,3
63728,8
63729,5
63730,6
63731,0
63732,5
63733,7
63734,5
63735,0
63736,7
63737,9
63738,2
63739,0
63740,4
63741,7
63742,9
63743,0
63744,3
63745,0
63746,1
63747,4
63748,7
63749,6
63750,0
63751,6
63752,0
63753,9
63754,5
63755,1
63756,7
63757,5
63758,8
63759,7
63760,3
63761,2
63762,1
63763,1
63764,0
63765,1
63766,9
63767,2
63768,2
63769,4
63770,5
63771,3
63772,3
63773,2
63774,1
63775,4
63776,6
63777,2
63778,2
63779,3
63780,5
63781,2
63782,0
63783,3
63784,8
63785,8
63786,4
63787,9
63788,1
63789,6
63790,9
63791,2
63792,8
63793,1
63794,8
63795,3
63796,0
63797,3
63798,8
63799,8
63800,1
63801,8
63802,7
63803,5
63804,5
63805,6
63806,9
63807,7
63808,7
63809,8
63810,3
63811,6
63812,6
63813,7
63814,6
63815,3
63816,0
63817,3
63818,2
63819,9
63820,7
63821,5
63822,9
63823,2
63824,6
63825,5
63826,7
63827,7
63828,6
63829,5
63830,8
63831,1
63832,8
63833,4
63834,9
63835,1
63836,2
63837,8
63838,0
63839,2
63840,6
63841,4
63842,0
63843,6
63844,6
63845,4
63846,5
63847,6
63848,6
63849,7
63850,2
63851,9
63852,5
63853,5
63854,6
63855,3
63856,4
63857,0
63858,6
63859,9
63860,8
63861,5
63862,5
63863,2
63864,7
63865,9
63866,8
63867,5
63868,7
63869,4
63870,7
63871,0
63872,4
63873,7
63874,5
63875,9
63876,6
63877,2
63878,5
63879,5
63880,0
63881,5
63882,2
63883,9
63884,7
63885,4
63886,2
63887,6
63888,3
63889,3
63890,8
63891,7
63892,1
63893,8
63894,1
63895,2
63896,9
63897,1
63898,6
63899,9
63900,9
63901,6
63902,0
63903,4
63904,6
63905,2
63906,3
63907,8
63908,3
63909,0
63910,6
63911,9
63912,1
63913,6
63914,8
63915,0
63916,1
63917,1
63918,9
63919,0
63920,3
63921,2
63922,8
63923,7
63924,8
63925,1
63926,1
63927,8
63928,1
63929,6
63930,7
63931,2
63932,8
63933,6
63934,2
63935,1
63936,6
63937,1
63938,3
63939,8
63940,7
63941,4
63942,7
63943,0
63944,6
63945,3
63946,7
63947,7
63948,7
63949,4
63950,8
63951,6
63952,6
63953,0
63954,2
63955,3
63956,6
63957,1
63958,7
63959,2
63960,5
63961,2
63962,9
63963,7
63964,3
63965,2
63966,3
63967,4
63968,2
63969,7
63970,1
63971,2
63972,2
63973,2
63974,1
63975,4
63976,1
63977,4
63978,0
63979,5
63980,5
63981,1
63982,3
63983,6
63984,0
63985,3
63986,0
63987,7
63988,8
63989,3
63990,6
63991,1
63992,5
63993,1
63994,9
63995,4
63996,7
63997,4
63998,8
63999,3
64000,7
64001,6
64002,8
64003,1
64004,3
64005,6
64006,7
64007,5
64008,0
64009,4
64010,2
64011,6
64012,6
64013,7
64014,1
64015,5
64016,7
64017,5
64018,4
64019,7
64020,5
64021,8
64022,5
64023,3
64024,9
64025,4
64026,3
64027,9
64028,7
64029,9
64030,7
64031,9
64032,2
64033,4
64034,2
64035,3
64036,1
64037,2
64038,0
64039,9
64040,4
64041,3
64042,9
64043,0
64044,0
64045,1
64046,5
64047,0
64048,3
64049,8
64050,1
64051,1
64052,2
64053,8
64054,1
64055,8
64056,7
64057,5
64058,3
64059,7
64060,6
64061,6
64062,6
64063,8
64064,7
64065,6
64066,4
64067,8
64068,5
64069,8
64070,3
64071,5
64072,5
64073,1
64074,8
64075,3
64076,7
64077,3
64078,0
64079,1
64080,9
64081,3
64082,0
64083,4
64084,4
64085,4
64086,7
64087,1
64088,4
64089,5
64090,1
64091,3
64092,0
64093,2
64094,4
64095,9
64096,9
64097,1
64098,8
64099,6
64100,6
64101,7
64102,5
64103,9
64104,4
64105,0
64106,1
64107,4
64108,6
64109,5
64110,4
64111,9
64112,1
64113,6
64114,1
64115,5
64116,0
64117,9
64118,3
64119,5
64120,5
64121,4
64122,5
64123,6
64124,2
64125,0
64126,6
64127,1
64128,1
64129,3
64130,8
64131,0
64132,6
64133,8
64134,8
64135,4
64136,5
64137,6
64138,3
64139,8
64140,1
64141,2
64142,1
64143,5
64144,0
64145,3
64146,0
64147,4
64148,9
64149,8
64150,6
64151,1
64152,5
64153,4
64154,4
64155,6
64156,9
64157,9
64158,7
64159,6
64160,8
64161,1
64162,2
64163,3
64164,3
64165,4
64166,1
64167,1
64168,0
64169,0
64170,2
64171,8
64172,0
64173,6
64174,0
64175,1
64176,7
64177,5
64178,4
64179,8
64180,1
64181,2
64182,1
64183,2
64184,9
64185,1
64186,9
64187,9
64188,2
64189,1
64190,1
64191,5
64192,2
64193,1
64194,7
64195,3
64196,6
64197,8
64198,4
64199,7
64200,6
64201,7
64202,0
64203,9
64204,1
64205,3
64206,6
64207,3
64208,2
64209,2
64210,0
64211,1
64212,8
64213,0
64214,4
64215,0
64216,3
64217,1
64218,4
64219,4
64220,1
64221,1
64222,2
64223,4
64224,8
64225,2
64226,7
64227,3
64228,2
64229,4
64230,2
64231,1
64232,7
64233,1
64234,3
64235,0
64236,4
64237,4
64238,6
64239,2
64240,9
64241,6
64242,5
64243,0
64244,8
64245,1
64246,3
64247,3
64248,5
64249,8
64250,2
64251,2
64252,3
64253,0
64254,4
64255,4
64256,5
64257,0
64258,9
64259,4
64260,9
64261,8
64262,0
64263,6
64264,1
64265,9
64266,5
64267,7
64268,7
64269,0
64270,3
64271,6
64272,8
64273,5
64274,0
64275,8
64276,5
64277,9
64278,3
64279,2
64280,6
64281,7
64282,3
64283,9
64284,3
64285,4
64286,1
64287,6
64288,0
64289,9
64290,7
64291,0
64292,1
64293,0
64294,1
64295,7
64296,3
64297,6
64298,3
64299,0
64300,5
64301,9
64302,4
64303,4
64304,1
64305,9
64306,6
64307,8
64308,2
64309,1
64310,5
64311,8
64312,0
64313,7
64314,7
64315,7
64316,6
64317,9
64318,2
64319,7
64320,1
64321,0
64322,3
64323,0
64324,8
64325,7
64326,8
64327,4
64328,1
64329,1
64330,0
64331,2
64332,8
64333,5
64334,7
64335,3
64336,7
64337,1
64338,4
64339,5
64340,6
64341,3
64342,0
64343,4
64344,9
64345,3
64346,3
64347,2
64348,1
64349,8
64350,1
64351,9
64352,4
64353,6
64354,4
64355,6
64356,7
64357,4
64358,0
64359,1
64360,3
64361,8
64362,4
64363,1
64364,7
64365,4
64366,0
64367,9
64368,5
64369,1
64370,6
64371,7
64372,7
64373,9
64374,4
64375,1
64376,5
64377,9
64378,9
64379,5
64380,8
64381,8
64382,7
64383,5
64384,1
64385,4
64386,6
64387,5
64388,0
64389,9
64390,2
64391,0
64392,1
64393,8
64394,5
64395,8
64396,3
64397,2
64398,2
64399,3
64400,0
64401,6
64402,2
64403,6
64404,0
64405,4
64406,4
64407,0
64408,8
64409,5
64410,7
64411,1
64412,1
64413,7
64414,3
64415,3
64416,5
64417,7
64418,3
64419,0
64420,0
64421,6
64422,7
64423,3
64424,4
64425,9
64426,4
64427,5
64428,2
64429,9
64430,0
64431,4
64432,1
64433,6
64434,5
64435,5
64436,7
64437,8
64438,1
64439,3
64440,3
64441,3
64442,9
64443,2
64444,9
64445,9
64446,2
64447,4
64448,5
64449,4
64450,0
64451,0
64452,0
64453,0
64454,8
64455,1
64456,5
64457,8
64458,0
64459,1
64460,6
64461,3
64462,5
64463,0
64464,0
64465,0
64466,4
64467,3
64468,1
64469,0
64470,3
64471,2
64472,3
64473,0
64474,6
64475,4
64476,4
64477,7
64478,7
64479,9
64480,1
64481,5
64482,9
64483,2
64484,0
64485,2
64486,1
64487,8
64488,7
64489,1
64490,0
64491,1
64492,8
64493,7
64494,4
64495,3
64496,8
64497,1
64498,4
64499,1
64500,0
64501,9
64502,7
64503,1
64504,1
64505,2
64506,7
64507,9
64508,9
64509,1
64510,1
64511,0
64512,4
64513,8
64514,7
64515,0
64516,0
64517,5
64518,3
64519,2
64520,7
64521,9
64522,8
64523,9
64524,9
64525,4
64526,6
64527,4
64528,8
64529,7
64530,5
64531,7
64532,8
64533,1
64534,2
64535,3
64536,0
64537,5
64538,1
64539,6
64540,6
64541,6
64542,6
64543,0
64544,0
64545,5
64546,4
64547,3
64548,2
64549,3
64550,0
64551,1
64552,5
64553,2
64554,8
64555,5
64556,1
64557,3
64558,7
64559,8
64560,4
64561,5
64562,6
64563,3
64564,2
64565,5
64566,1
64567,7
64568,6
64569,0
64570,2
64571,8
64572,4
64573,3
64574,3
64575,0
64576,2
64577,7
64578,1
64579,2
64580,9
64581,3
64582,6
64583,7
64584,8
64585,2
64586,5
64587,7
64588,0
64589,5
64590,7
64591,9
64592,9
64593,1
64594,8
64595,5
64596,3
64597,2
64598,5
64599,4
64600,2
64601,5
64602,9
64603,2
64604,8
64605,4
64606,6
64607,0
64608,0
64609,5
64610,3
64611,0
64612,3
64613,6
64614,9
64615,8
64616,8
64617,1
64618,0
64619,5
64620,7
64621,5
64622,3
64623,6
64624,9
64625,9
64626,8
64627,4
64628,1
64629,5
64630,6
64631,2
64632,7
64633,6
64634,6
64635,1
64636,9
64637,1
64638,8
64639,6
64640,2
64641,8
64642,2
64643,1
64644,0
64645,4
64646,6
64647,7
64648,1
64649,6
64650,1
64651,1
64652,8
64653,3
64654,1
64655,0
64656,0
64657,7
64658,8
64659,5
64660,9
64661,1
64662,9
64663,0
64664,6
64665,8
64666,8
64667,2
64668,0
64669,3
64670,1
64671,9
64672,8
64673,5
64674,9
64675,2
64676,6
64677,9
64678,8
64679,5
64680,4
64681,8
64682,8
64683,4
64684,5
64685,4
64686,2
64687,3
64688,1
64689,3
64690,4
64691,0
64692,6
64693,7
64694,1
64695,4
64696,1
64697,7
64698,0
64699,8
64700,3
64701,0
64702,0
64703,5
64704,4
64705,2
64706,8
64707,8
64708,8
64709,9
64710,2
64711,7
64712,2
64713,9
64714,5
64715,8
64716,6
64717,1
64718,3
64719,1
64720,3
64721,3
64722,8
64723,6
64724,7
64725,0
64726,6
64727,9
64728,3
64729,4
64730,5
64731,1
64732,5
64733,0
64734,6
64735,4
64736,3
64737,5
64738,5
64739,7
64740,2
64741,4
64742,8
64743,8
64744,3
64745,9
64746,3
64747,4
64748,0
64749,7
64750,1
64751,6
64752,0
64753,5
64754,3
64755,1
64756,0
64757,5
64758,0
64759,0
64760,6
64761,0
64762,8
64763,9
64764,9
64765,0
64766,1
64767,3
64768,6
64769,2
64770,6
64771,4
64772,3
64773,6
64774,2
64775,5
64776,4
64777,0
64778,1
64779,1
64780,5
64781,1
64782,6
64783,0
64784,8
64785,3
64786,9
64787,6
64788,1
64789,2
64790,2
64791,7
64792,9
64793,4
64794,5
64795,1
64796,7
64797,1
64798,6
64799,2
64800,9
64801,7
64802,4
64803,5
64804,7
64805,7
64806,3
64807,3
64808,3
64809,6
64810,7
64811,7
64812,1
64813,3
64814,1
64815,7
64816,5
64817,2
64818,7
64819,9
64820,3
64821,5
64822,5
64823,2
64824,0
64825,0
64826,6
64827,6
64828,7
64829,2
64830,3
64831,2
64832,6
64833,2
64834,8
64835,8
64836,6
64837,2
64838,8
64839,8
64840,4
64841,3
64842,6
64843,3
64844,1
64845,7
64846,5
64847,1
64848,4
64849,1
64850,3
64851,0
64852,7
64853,8
64854,6
64855,0
64856,0
64857,1
64858,3
64859,7
64860,7
64861,2
64862,9
64863,3
64864,0
64865,7
64866,3
64867,0
64868,2
64869,0
64870,9
64871,9
64872,1
64873,9
64874,7
64875,3
64876,9
64877,4
64878,7
64879,1
64880,0
64881,9
64882,2
64883,2
64884,5
64885,7
64886,4
64887,2
64888,2
64889,2
64890,3
64891,0
64892,8
64893,3
64894,8
64895,8
64896,6
64897,3
64898,8
64899,3
64900,3
64901,1
64902,7
64903,5
64904,3
64905,8
64906,7
64907,4
64908,9
64909,4
64910,8
64911,1
64912,5
64913,7
64914,2
64915,2
64916,8
64917,1
64918,6
64919,4
64920,0
64921,5
64922,8
64923,4
64924,3
64925,9
64926,5
64927,3
64928,4
64929,2
64930,0
64931,8
64932,4
64933,3
64934,8
64935,0
64936,8
64937,9
64938,3
64939,9
64940,2
64941,3
64942,2
64943,1
64944,4
64945,4
64946,1
64947,5
64948,2
64949,5
64950,2
64951,6
64952,8
64953,6
64954,1
64955,1
64956,2
64957,6
64958,9
64959,6
64960,9
64961,9
64962,1
64963,0
64964,0
64965,3
64966,7
64967,3
64968,1
64969,5
64970,9
64971,4
64972,5
64973,0
64974,7
64975,5
64976,3
64977,2
64978,9
64979,9
64980,2
64981,9
64982,6
64983,5
64984,9
64985,1
64986,6
64987,7
64988,7
64989,7
64990,6
64991,3
64992,0
64993,1
64994,8
64995,7
64996,6
64997,7
64998,1
64999,3
65000,1
65001,1
65002,7
65003,5
65004,4
65005,1
65006,6
65007,7
65008,7
65009,6
65010,6
65011,9
65012,2
65013,4
65014,8
65015,8
65016,7
65017,8
65018,7
65019,4
65020,5
65021,0
65022,9
65023,3
65024,0
65025,4
65026,6
65027,8
65028,0
65029,5
65030,6
65031,2
65032,8
65033,3
65034,5
65035,8
65036,4
65037,4
65038,2
65039,5
65040,8
65041,9
65042,3
65043,4
65044,3
65045,0
65046,6
65047,0
65048,8
65049,7
65050,2
65051,6
65052,4
65053,8
65054,5
65055,0
65056,4
65057,2
65058,0
65059,2
65060,2
65061,8
65062,6
65063,9
65064,6
65065,4
65066,7
65067,5
65068,0
65069,6
65070,6
65071,1
65072,1
65073,3
65074,7
65075,3
65076,5
65077,0
65078,0
65079,6
65080,1
65081,5
65082,4
65083,0
65084,2
65085,9
65086,7
65087,6
65088,7
65089,6
65090,1
65091,0
65092,8
65093,5
65094,2
65095,8
65096,6
65097,8
65098,2
65099,0
65100,1
65101,8
65102,8
65103,8
65104,1
65105,0
65106,2
65107,9
65108,4
65109,3
65110,6
65111,5
65112,0
65113,1
65114,6
65115,0
65116,8
65117,9
65118,7
65119,0
65120,3
65121,9
65122,3
65123,9
65124,1
65125,0
65126,8
65127,5
65128,4
65129,2
65130,8
65131,4
65132,6
65133,8
65134,3
65135,6
65136,7
65137,6
65138,5
65139,0
65140,9
65141,1
65142,2
65143,2
65144,6
65145,2
65146,5
65147,5
65148,9
65149,8
65150,4
65151,0
65152,9
65153,7
65154,0
65155,3
65156,4
65157,1
65158,8
65159,9
65160,4
65161,3
65162,2
65163,0
65164,1
65165,3
65166,2
65167,5
65168,0
65169,9
65170,7
65171,0
65172,9
65173,6
65174,2
65175,0
65176,7
65177,2
65178,5
65179,5
65180,2
65181,0
65182,6
65183,3
65184,8
65185,3
65186,2
65187,3
65188,6
65189,4
65190,6
65191,9
65192,9
65193,2
65194,1
65195,9
65196,7
65197,6
65198,1
65199,9
65200,0
65201,0
65202,0
65203,9
65204,2
65205,9
65206,4
65207,6
65208,6
65209,9
65210,6
65211,3
65212,1
65213,3
65214,4
65215,5
65216,3
65217,4
65218,2
65219,3
65220,3
65221,1
65222,6
65223,3
65224,7
65225,0
65226,9
65227,9
65228,4
65229,7
65230,7
65231,6
65232,8
65233,1
65234,2
65235,4
65236,0
65237,2
65238,9
65239,9
65240,7
65241,0
65242,6
65243,8
65244,5
65245,2
65246,4
65247,8
65248,0
65249,9
65250,9
65251,6
65252,0
65253,2
65254,4
65255,1
65256,2
65257,4
65258,3
65259,3
65260,5
65261,4
65262,2
65263,8
65264,0
65265,9
65266,8
65267,5
65268,6
65269,9
65270,0
65271,0
65272,1
65273,1
65274,7
65275,0
65276,0
65277,8
65278,0
65279,1
65280,5
65281,1
65282,2
65283,6
65284,9
65285,0
65286,9
65287,9
65288,1
65289,8
65290,3
65291,6
65292,7
65293,6
65294,1
65295,9
65296,7
65297,7
65298,6
65299,3
65300,2
65301,1
65302,7
65303,3
65304,3
65305,3
65306,0
65307,3
65308,3
65309,3
65310,2
65311,7
65312,8
65313,3
65314,3
65315,1
65316,7
65317,4
65318,2
65319,5
65320,4
65321,5
65322,9
65323,8
65324,8
65325,6
65326,1
65327,6
65328,1
65329,2
65330,9
65331,3
65332,9
65333,1
65334,1
65335,9
65336,9
65337,7
65338,8
65339,5
65340,6
65341,8
65342,3
65343,4
65344,2
65345,8
65346,9
65347,4
65348,6
65349,0
65350,6
65351,5
65352,0
65353,4
65354,5
65355,5
65356,4
65357,1
65358,7
65359,4
65360,3
65361,5
65362,5
65363,6
65364,5
65365,7
65366,9
65367,5
65368,1
65369,1
65370,8
65371,3
65372,7
65373,3
65374,3
65375,8
65376,1
65377,1
65378,6
65379,1
65380,7
65381,2
65382,8
65383,4
65384,2
65385,1
65386,7
65387,8
65388,8
65389,7
65390,7
65391,5
65392,8
65393,1
65394,6
65395,4
65396,7
65397,6
65398,2
65399,8
65400,8
65401,5
65402,6
65403,5
65404,7
65405,4
65406,5
65407,8
65408,8
65409,1
65410,4
65411,8
65412,6
65413,6
65414,0
65415,5
65416,3
65417,8
65418,8
65419,2
65420,1
65421,8
65422,3
65423,8
65424,3
65425,6
65426,5
65427,0
65428,8
65429,7
65430,8
65431,3
65432,8
65433,3
65434,9
65435,0
65436,2
65437,0
65438,1
65439,1
65440,2
65441,0
65442,9
65443,5
65444,8
65445,3
65446,0
65447,7
65448,8
65449,6
65450,2
65451,4
65452,2
65453,1
65454,4
65455,9
65456,8
65457,4
65458,2
65459,1
65460,7
65461,1
65462,1
65463,2
65464,0
65465,5
65466,7
65467,9
65468,2
65469,7
65470,1
65471,2
65472,5
65473,7
65474,0
65475,1
65476,9
65477,3
65478,7
65479,6
65480,8
65481,3
65482,5
65483,8
65484,6
65485,8
65486,2
65487,2
65488,7
65489,7
65490,5
65491,9
65492,3
65493,5
65494,3
65495,5
65496,7
65497,4
65498,5
65499,3
65500,2
65501,3
65502,9
65503,6
65504,9
65505,4
65506,2
65507,2
65508,4
65509,5
65510,2
65511,4
65512,9
65513,8
65514,4
65515,9
65516,2
65517,8
65518,3
65519,4
65520,3
65521,1
65522,6
65523,0
65524,9
65525,8
65526,1
65527,6
65528,8
65529,2
65530,9
65531,3
65532,0
65533,2
65534,7
65535,9
65536,5
65537,2
65538,6
65539,5
65540,5
65541,9
65542,5
65543,1
65544,8
65545,2
65546,3
65547,1
65548,9
65549,7
65550,2
65551,5
65552,8
65553,5
65554,8
65555,4
65556,2
65557,1
65558,7
65559,7
65560,3
65561,9
65562,9
65563,9
65564,2
65565,5
65566,0
65567,2
65568,7
65569,9
65570,3
65571,3
65572,9
65573,1
65574,0
65575,4
65576,0
65577,6
65578,6
65579,6
65580,8
65581,3
65582,4
65583,8
65584,7
65585,4
65586,1
65587,3
65588,1
65589,6
65590,7
65591,8
65592,0
65593,6
65594,6
65595,2
